query,category,brand_domain,size_tier,snapshot_date,brand_present_top10,best_rank_brand,count_brand_results_top10,count_brand_results_top20
artificial sweetener soda,beverages,coca-cola.com,large,2026-03-02,0,,0,0
artificial sweetener soda,beverages,pepsi.com,large,2026-03-02,0,,0,0
artificial sweetener soda,beverages,drpepper.com,large,2026-03-02,0,,0,0
artificial sweetener soda,beverages,drinkolipop.com,small,2026-03-02,0,,0,0
artisanal soda,beverages,coca-cola.com,large,2026-03-02,0,,0,0
artisanal soda,beverages,pepsi.com,large,2026-03-02,0,,0,0
artisanal soda,beverages,drpepper.com,large,2026-03-02,0,,0,0
artisanal soda,beverages,drinkolipop.com,small,2026-03-02,0,,0,0
best carbonated drinks,beverages,coca-cola.com,large,2026-03-02,0,62.0,0,0
best carbonated drinks,beverages,pepsi.com,large,2026-03-02,0,,0,0
best carbonated drinks,beverages,drpepper.com,large,2026-03-02,0,,0,0
best carbonated drinks,beverages,drinkolipop.com,small,2026-03-02,0,,0,0
best cola,beverages,coca-cola.com,large,2026-03-02,0,46.0,0,0
best cola,beverages,pepsi.com,large,2026-03-02,0,,0,0
best cola,beverages,drpepper.com,large,2026-03-02,0,,0,0
best cola,beverages,drinkolipop.com,small,2026-03-02,0,,0,0
best diet soda,beverages,coca-cola.com,large,2026-03-02,0,63.0,0,0
best diet soda,beverages,pepsi.com,large,2026-03-02,0,,0,0
best diet soda,beverages,drpepper.com,large,2026-03-02,0,,0,0
best diet soda,beverages,drinkolipop.com,small,2026-03-02,0,,0,0
best selling soda,beverages,coca-cola.com,large,2026-03-02,0,,0,0
best selling soda,beverages,pepsi.com,large,2026-03-02,0,,0,0
best selling soda,beverages,drpepper.com,large,2026-03-02,0,,0,0
best selling soda,beverages,drinkolipop.com,small,2026-03-02,0,,0,0
best soda,beverages,coca-cola.com,large,2026-03-02,0,67.0,0,0
best soda,beverages,pepsi.com,large,2026-03-02,0,,0,0
best soda,beverages,drpepper.com,large,2026-03-02,0,,0,0
best soda,beverages,drinkolipop.com,small,2026-03-02,0,,0,0
best tasting soda,beverages,coca-cola.com,large,2026-03-02,0,73.0,0,0
best tasting soda,beverages,pepsi.com,large,2026-03-02,0,,0,0
best tasting soda,beverages,drpepper.com,large,2026-03-02,0,,0,0
best tasting soda,beverages,drinkolipop.com,small,2026-03-02,0,,0,0
better for you soda,beverages,coca-cola.com,large,2026-03-02,0,54.0,0,0
better for you soda,beverages,pepsi.com,large,2026-03-02,0,,0,0
better for you soda,beverages,drpepper.com,large,2026-03-02,0,,0,0
better for you soda,beverages,drinkolipop.com,small,2026-03-02,1,4.0,1,1
boutique beverage brand,beverages,coca-cola.com,large,2026-03-02,0,,0,0
boutique beverage brand,beverages,pepsi.com,large,2026-03-02,0,,0,0
boutique beverage brand,beverages,drpepper.com,large,2026-03-02,0,,0,0
boutique beverage brand,beverages,drinkolipop.com,small,2026-03-02,0,,0,0
buy olipop,beverages,coca-cola.com,large,2026-03-02,0,,0,0
buy olipop,beverages,pepsi.com,large,2026-03-02,0,,0,0
buy olipop,beverages,drpepper.com,large,2026-03-02,0,,0,0
buy olipop,beverages,drinkolipop.com,small,2026-03-02,1,2.0,4,6
caffeine free soda,beverages,coca-cola.com,large,2026-03-02,0,82.0,0,0
caffeine free soda,beverages,pepsi.com,large,2026-03-02,0,,0,0
caffeine free soda,beverages,drpepper.com,large,2026-03-02,0,,0,0
caffeine free soda,beverages,drinkolipop.com,small,2026-03-02,0,50.0,0,0
cane sugar soda,beverages,coca-cola.com,large,2026-03-02,0,,0,0
cane sugar soda,beverages,pepsi.com,large,2026-03-02,0,63.0,0,0
cane sugar soda,beverages,drpepper.com,large,2026-03-02,0,,0,0
cane sugar soda,beverages,drinkolipop.com,small,2026-03-02,0,,0,0
canned soda,beverages,coca-cola.com,large,2026-03-02,0,60.0,0,0
canned soda,beverages,pepsi.com,large,2026-03-02,0,,0,0
canned soda,beverages,drpepper.com,large,2026-03-02,0,,0,0
canned soda,beverages,drinkolipop.com,small,2026-03-02,0,69.0,0,0
carbonated drinks,beverages,coca-cola.com,large,2026-03-02,0,90.0,0,0
carbonated drinks,beverages,pepsi.com,large,2026-03-02,0,,0,0
carbonated drinks,beverages,drpepper.com,large,2026-03-02,0,,0,0
carbonated drinks,beverages,drinkolipop.com,small,2026-03-02,0,54.0,0,0
challenger beverage brand,beverages,coca-cola.com,large,2026-03-02,0,,0,0
challenger beverage brand,beverages,pepsi.com,large,2026-03-02,0,,0,0
challenger beverage brand,beverages,drpepper.com,large,2026-03-02,0,47.0,0,0
challenger beverage brand,beverages,drinkolipop.com,small,2026-03-02,0,,0,0
classic american soda,beverages,coca-cola.com,large,2026-03-02,0,22.0,0,0
classic american soda,beverages,pepsi.com,large,2026-03-02,0,,0,0
classic american soda,beverages,drpepper.com,large,2026-03-02,0,,0,0
classic american soda,beverages,drinkolipop.com,small,2026-03-02,0,36.0,0,0
clean label soda,beverages,coca-cola.com,large,2026-03-02,0,105.0,0,0
clean label soda,beverages,pepsi.com,large,2026-03-02,0,,0,0
clean label soda,beverages,drpepper.com,large,2026-03-02,0,,0,0
clean label soda,beverages,drinkolipop.com,small,2026-03-02,0,20.0,0,1
coca cola,beverages,coca-cola.com,large,2026-03-02,1,1.0,2,2
coca cola,beverages,pepsi.com,large,2026-03-02,0,,0,0
coca cola,beverages,drpepper.com,large,2026-03-02,0,,0,0
coca cola,beverages,drinkolipop.com,small,2026-03-02,0,,0,0
coca cola classic,beverages,coca-cola.com,large,2026-03-02,1,2.0,1,1
coca cola classic,beverages,pepsi.com,large,2026-03-02,0,,0,0
coca cola classic,beverages,drpepper.com,large,2026-03-02,0,,0,0
coca cola classic,beverages,drinkolipop.com,small,2026-03-02,0,,0,0
coca cola flavors,beverages,coca-cola.com,large,2026-03-02,1,2.0,2,3
coca cola flavors,beverages,pepsi.com,large,2026-03-02,0,,0,0
coca cola flavors,beverages,drpepper.com,large,2026-03-02,0,,0,0
coca cola flavors,beverages,drinkolipop.com,small,2026-03-02,0,,0,0
coca cola original,beverages,coca-cola.com,large,2026-03-02,1,5.0,2,2
coca cola original,beverages,pepsi.com,large,2026-03-02,0,,0,0
coca cola original,beverages,drpepper.com,large,2026-03-02,0,,0,0
coca cola original,beverages,drinkolipop.com,small,2026-03-02,0,,0,0
coca cola website,beverages,coca-cola.com,large,2026-03-02,1,1.0,2,3
coca cola website,beverages,pepsi.com,large,2026-03-02,0,95.0,0,0
coca cola website,beverages,drpepper.com,large,2026-03-02,0,,0,0
coca cola website,beverages,drinkolipop.com,small,2026-03-02,0,,0,0
coca cola zero sugar,beverages,coca-cola.com,large,2026-03-02,1,2.0,1,1
coca cola zero sugar,beverages,pepsi.com,large,2026-03-02,0,,0,0
coca cola zero sugar,beverages,drpepper.com,large,2026-03-02,0,,0,0
coca cola zero sugar,beverages,drinkolipop.com,small,2026-03-02,0,,0,0
coke,beverages,coca-cola.com,large,2026-03-02,0,27.0,0,0
coke,beverages,pepsi.com,large,2026-03-02,0,,0,0
coke,beverages,drpepper.com,large,2026-03-02,0,,0,0
coke,beverages,drinkolipop.com,small,2026-03-02,0,,0,0
coke products,beverages,coca-cola.com,large,2026-03-02,1,4.0,3,4
coke products,beverages,pepsi.com,large,2026-03-02,0,,0,0
coke products,beverages,drpepper.com,large,2026-03-02,0,18.0,0,1
coke products,beverages,drinkolipop.com,small,2026-03-02,0,,0,0
coke zero,beverages,coca-cola.com,large,2026-03-02,1,2.0,1,1
coke zero,beverages,pepsi.com,large,2026-03-02,0,,0,0
coke zero,beverages,drpepper.com,large,2026-03-02,0,,0,0
coke zero,beverages,drinkolipop.com,small,2026-03-02,0,,0,0
cola,beverages,coca-cola.com,large,2026-03-02,1,5.0,1,1
cola,beverages,pepsi.com,large,2026-03-02,0,,0,0
cola,beverages,drpepper.com,large,2026-03-02,0,,0,0
cola,beverages,drinkolipop.com,small,2026-03-02,0,,0,0
cola brands comparison,beverages,coca-cola.com,large,2026-03-02,0,31.0,0,0
cola brands comparison,beverages,pepsi.com,large,2026-03-02,0,,0,0
cola brands comparison,beverages,drpepper.com,large,2026-03-02,0,,0,0
cola brands comparison,beverages,drinkolipop.com,small,2026-03-02,0,,0,0
craft beverage brand,beverages,coca-cola.com,large,2026-03-02,0,,0,0
craft beverage brand,beverages,pepsi.com,large,2026-03-02,0,,0,0
craft beverage brand,beverages,drpepper.com,large,2026-03-02,0,,0,0
craft beverage brand,beverages,drinkolipop.com,small,2026-03-02,0,,0,0
craft cola,beverages,coca-cola.com,large,2026-03-02,0,,0,0
craft cola,beverages,pepsi.com,large,2026-03-02,0,,0,0
craft cola,beverages,drpepper.com,large,2026-03-02,0,,0,0
craft cola,beverages,drinkolipop.com,small,2026-03-02,0,,0,0
craft soda,beverages,coca-cola.com,large,2026-03-02,0,,0,0
craft soda,beverages,pepsi.com,large,2026-03-02,0,,0,0
craft soda,beverages,drpepper.com,large,2026-03-02,0,,0,0
craft soda,beverages,drinkolipop.com,small,2026-03-02,0,,0,0
diet coke,beverages,coca-cola.com,large,2026-03-02,1,2.0,1,2
diet coke,beverages,pepsi.com,large,2026-03-02,0,,0,0
diet coke,beverages,drpepper.com,large,2026-03-02,0,,0,0
diet coke,beverages,drinkolipop.com,small,2026-03-02,0,,0,0
diet dr pepper,beverages,coca-cola.com,large,2026-03-02,0,,0,0
diet dr pepper,beverages,pepsi.com,large,2026-03-02,0,,0,0
diet dr pepper,beverages,drpepper.com,large,2026-03-02,1,4.0,2,2
diet dr pepper,beverages,drinkolipop.com,small,2026-03-02,0,,0,0
diet pepsi,beverages,coca-cola.com,large,2026-03-02,0,,0,0
diet pepsi,beverages,pepsi.com,large,2026-03-02,0,18.0,0,1
diet pepsi,beverages,drpepper.com,large,2026-03-02,0,,0,0
diet pepsi,beverages,drinkolipop.com,small,2026-03-02,0,,0,0
diet soda,beverages,coca-cola.com,large,2026-03-02,1,5.0,1,1
diet soda,beverages,pepsi.com,large,2026-03-02,0,,0,0
diet soda,beverages,drpepper.com,large,2026-03-02,0,,0,0
diet soda,beverages,drinkolipop.com,small,2026-03-02,0,98.0,0,0
diet soda health effects,beverages,coca-cola.com,large,2026-03-02,0,,0,0
diet soda health effects,beverages,pepsi.com,large,2026-03-02,0,,0,0
diet soda health effects,beverages,drpepper.com,large,2026-03-02,0,,0,0
diet soda health effects,beverages,drinkolipop.com,small,2026-03-02,0,,0,0
dr pepper,beverages,coca-cola.com,large,2026-03-02,0,,0,0
dr pepper,beverages,pepsi.com,large,2026-03-02,0,,0,0
dr pepper,beverages,drpepper.com,large,2026-03-02,1,2.0,2,2
dr pepper,beverages,drinkolipop.com,small,2026-03-02,0,,0,0
dr pepper cherry,beverages,coca-cola.com,large,2026-03-02,0,,0,0
dr pepper cherry,beverages,pepsi.com,large,2026-03-02,0,,0,0
dr pepper cherry,beverages,drpepper.com,large,2026-03-02,1,2.0,2,3
dr pepper cherry,beverages,drinkolipop.com,small,2026-03-02,0,,0,0
dr pepper flavors,beverages,coca-cola.com,large,2026-03-02,0,,0,0
dr pepper flavors,beverages,pepsi.com,large,2026-03-02,0,,0,0
dr pepper flavors,beverages,drpepper.com,large,2026-03-02,1,2.0,2,3
dr pepper flavors,beverages,drinkolipop.com,small,2026-03-02,0,,0,0
dr pepper products,beverages,coca-cola.com,large,2026-03-02,0,,0,0
dr pepper products,beverages,pepsi.com,large,2026-03-02,0,,0,0
dr pepper products,beverages,drpepper.com,large,2026-03-02,1,2.0,3,4
dr pepper products,beverages,drinkolipop.com,small,2026-03-02,0,,0,0
dr pepper website,beverages,coca-cola.com,large,2026-03-02,0,,0,0
dr pepper website,beverages,pepsi.com,large,2026-03-02,0,,0,0
dr pepper website,beverages,drpepper.com,large,2026-03-02,1,1.0,2,3
dr pepper website,beverages,drinkolipop.com,small,2026-03-02,0,,0,0
dr pepper zero sugar,beverages,coca-cola.com,large,2026-03-02,0,,0,0
dr pepper zero sugar,beverages,pepsi.com,large,2026-03-02,0,,0,0
dr pepper zero sugar,beverages,drpepper.com,large,2026-03-02,1,4.0,1,2
dr pepper zero sugar,beverages,drinkolipop.com,small,2026-03-02,0,,0,0
dr. pepper,beverages,coca-cola.com,large,2026-03-02,0,,0,0
dr. pepper,beverages,pepsi.com,large,2026-03-02,0,,0,0
dr. pepper,beverages,drpepper.com,large,2026-03-02,1,5.0,1,1
dr. pepper,beverages,drinkolipop.com,small,2026-03-02,0,,0,0
emerging beverage brand,beverages,coca-cola.com,large,2026-03-02,0,,0,0
emerging beverage brand,beverages,pepsi.com,large,2026-03-02,0,,0,0
emerging beverage brand,beverages,drpepper.com,large,2026-03-02,0,,0,0
emerging beverage brand,beverages,drinkolipop.com,small,2026-03-02,0,,0,0
flavored soda,beverages,coca-cola.com,large,2026-03-02,0,37.0,0,0
flavored soda,beverages,pepsi.com,large,2026-03-02,0,,0,0
flavored soda,beverages,drpepper.com,large,2026-03-02,0,,0,0
flavored soda,beverages,drinkolipop.com,small,2026-03-02,0,16.0,0,1
functional beverages,beverages,coca-cola.com,large,2026-03-02,0,,0,0
functional beverages,beverages,pepsi.com,large,2026-03-02,0,,0,0
functional beverages,beverages,drpepper.com,large,2026-03-02,0,,0,0
functional beverages,beverages,drinkolipop.com,small,2026-03-02,0,24.0,0,0
functional soda,beverages,coca-cola.com,large,2026-03-02,0,62.0,0,0
functional soda,beverages,pepsi.com,large,2026-03-02,0,,0,0
functional soda,beverages,drpepper.com,large,2026-03-02,0,,0,0
functional soda,beverages,drinkolipop.com,small,2026-03-02,0,12.0,0,1
gut health beverage,beverages,coca-cola.com,large,2026-03-02,1,5.0,1,1
gut health beverage,beverages,pepsi.com,large,2026-03-02,0,,0,0
gut health beverage,beverages,drpepper.com,large,2026-03-02,0,,0,0
gut health beverage,beverages,drinkolipop.com,small,2026-03-02,0,,0,0
gut health drinks,beverages,coca-cola.com,large,2026-03-02,0,,0,0
gut health drinks,beverages,pepsi.com,large,2026-03-02,0,,0,0
gut health drinks,beverages,drpepper.com,large,2026-03-02,0,,0,0
gut health drinks,beverages,drinkolipop.com,small,2026-03-02,0,,0,0
healthiest soda,beverages,coca-cola.com,large,2026-03-02,0,,0,0
healthiest soda,beverages,pepsi.com,large,2026-03-02,0,,0,0
healthiest soda,beverages,drpepper.com,large,2026-03-02,0,,0,0
healthiest soda,beverages,drinkolipop.com,small,2026-03-02,0,12.0,0,1
healthy carbonated drinks,beverages,coca-cola.com,large,2026-03-02,0,,0,0
healthy carbonated drinks,beverages,pepsi.com,large,2026-03-02,0,,0,0
healthy carbonated drinks,beverages,drpepper.com,large,2026-03-02,0,,0,0
healthy carbonated drinks,beverages,drinkolipop.com,small,2026-03-02,0,16.0,0,1
healthy soda,beverages,coca-cola.com,large,2026-03-02,0,23.0,0,0
healthy soda,beverages,pepsi.com,large,2026-03-02,0,,0,0
healthy soda,beverages,drpepper.com,large,2026-03-02,0,,0,0
healthy soda,beverages,drinkolipop.com,small,2026-03-02,1,6.0,1,1
low calorie soda,beverages,coca-cola.com,large,2026-03-02,1,9.0,1,1
low calorie soda,beverages,pepsi.com,large,2026-03-02,0,,0,0
low calorie soda,beverages,drpepper.com,large,2026-03-02,0,,0,0
low calorie soda,beverages,drinkolipop.com,small,2026-03-02,0,11.0,0,1
most popular soda brand,beverages,coca-cola.com,large,2026-03-02,0,,0,0
most popular soda brand,beverages,pepsi.com,large,2026-03-02,0,,0,0
most popular soda brand,beverages,drpepper.com,large,2026-03-02,0,,0,0
most popular soda brand,beverages,drinkolipop.com,small,2026-03-02,0,,0,0
natural soda,beverages,coca-cola.com,large,2026-03-02,0,,0,0
natural soda,beverages,pepsi.com,large,2026-03-02,0,,0,0
natural soda,beverages,drpepper.com,large,2026-03-02,0,,0,0
natural soda,beverages,drinkolipop.com,small,2026-03-02,0,32.0,0,0
olipop,beverages,coca-cola.com,large,2026-03-02,0,,0,0
olipop,beverages,pepsi.com,large,2026-03-02,0,,0,0
olipop,beverages,drpepper.com,large,2026-03-02,0,,0,0
olipop,beverages,drinkolipop.com,small,2026-03-02,1,1.0,1,1
olipop amazon,beverages,coca-cola.com,large,2026-03-02,0,,0,0
olipop amazon,beverages,pepsi.com,large,2026-03-02,0,,0,0
olipop amazon,beverages,drpepper.com,large,2026-03-02,0,,0,0
olipop amazon,beverages,drinkolipop.com,small,2026-03-02,0,62.0,0,0
olipop drinks,beverages,coca-cola.com,large,2026-03-02,0,,0,0
olipop drinks,beverages,pepsi.com,large,2026-03-02,0,,0,0
olipop drinks,beverages,drpepper.com,large,2026-03-02,0,,0,0
olipop drinks,beverages,drinkolipop.com,small,2026-03-02,1,2.0,3,5
olipop flavors,beverages,coca-cola.com,large,2026-03-02,0,,0,0
olipop flavors,beverages,pepsi.com,large,2026-03-02,0,,0,0
olipop flavors,beverages,drpepper.com,large,2026-03-02,0,,0,0
olipop flavors,beverages,drinkolipop.com,small,2026-03-02,1,1.0,3,4
olipop ingredients,beverages,coca-cola.com,large,2026-03-02,0,,0,0
olipop ingredients,beverages,pepsi.com,large,2026-03-02,0,,0,0
olipop ingredients,beverages,drpepper.com,large,2026-03-02,0,,0,0
olipop ingredients,beverages,drinkolipop.com,small,2026-03-02,1,2.0,4,7
olipop near me,beverages,coca-cola.com,large,2026-03-02,0,,0,0
olipop near me,beverages,pepsi.com,large,2026-03-02,0,,0,0
olipop near me,beverages,drpepper.com,large,2026-03-02,0,,0,0
olipop near me,beverages,drinkolipop.com,small,2026-03-02,1,2.0,3,4
olipop prebiotic soda,beverages,coca-cola.com,large,2026-03-02,0,,0,0
olipop prebiotic soda,beverages,pepsi.com,large,2026-03-02,0,,0,0
olipop prebiotic soda,beverages,drpepper.com,large,2026-03-02,0,,0,0
olipop prebiotic soda,beverages,drinkolipop.com,small,2026-03-02,1,2.0,1,1
olipop reviews,beverages,coca-cola.com,large,2026-03-02,0,,0,0
olipop reviews,beverages,pepsi.com,large,2026-03-02,0,,0,0
olipop reviews,beverages,drpepper.com,large,2026-03-02,0,,0,0
olipop reviews,beverages,drinkolipop.com,small,2026-03-02,0,18.0,0,1
olipop soda,beverages,coca-cola.com,large,2026-03-02,0,,0,0
olipop soda,beverages,pepsi.com,large,2026-03-02,0,,0,0
olipop soda,beverages,drpepper.com,large,2026-03-02,0,,0,0
olipop soda,beverages,drinkolipop.com,small,2026-03-02,1,2.0,1,1
olipop vs poppi,beverages,coca-cola.com,large,2026-03-02,0,,0,0
olipop vs poppi,beverages,pepsi.com,large,2026-03-02,0,,0,0
olipop vs poppi,beverages,drpepper.com,large,2026-03-02,0,,0,0
olipop vs poppi,beverages,drinkolipop.com,small,2026-03-02,0,49.0,0,0
olipop website,beverages,coca-cola.com,large,2026-03-02,0,,0,0
olipop website,beverages,pepsi.com,large,2026-03-02,0,,0,0
olipop website,beverages,drpepper.com,large,2026-03-02,0,,0,0
olipop website,beverages,drinkolipop.com,small,2026-03-02,1,1.0,1,1
olipop where to buy,beverages,coca-cola.com,large,2026-03-02,0,,0,0
olipop where to buy,beverages,pepsi.com,large,2026-03-02,0,,0,0
olipop where to buy,beverages,drpepper.com,large,2026-03-02,0,,0,0
olipop where to buy,beverages,drinkolipop.com,small,2026-03-02,1,3.0,3,5
organic soda,beverages,coca-cola.com,large,2026-03-02,0,96.0,0,0
organic soda,beverages,pepsi.com,large,2026-03-02,0,,0,0
organic soda,beverages,drpepper.com,large,2026-03-02,0,,0,0
organic soda,beverages,drinkolipop.com,small,2026-03-02,0,18.0,0,1
pepsi,beverages,coca-cola.com,large,2026-03-02,0,,0,0
pepsi,beverages,pepsi.com,large,2026-03-02,1,1.0,1,1
pepsi,beverages,drpepper.com,large,2026-03-02,0,,0,0
pepsi,beverages,drinkolipop.com,small,2026-03-02,0,,0,0
pepsi cola,beverages,coca-cola.com,large,2026-03-02,0,,0,0
pepsi cola,beverages,pepsi.com,large,2026-03-02,1,2.0,1,1
pepsi cola,beverages,drpepper.com,large,2026-03-02,0,,0,0
pepsi cola,beverages,drinkolipop.com,small,2026-03-02,0,,0,0
pepsi flavors,beverages,coca-cola.com,large,2026-03-02,0,,0,0
pepsi flavors,beverages,pepsi.com,large,2026-03-02,1,5.0,1,1
pepsi flavors,beverages,drpepper.com,large,2026-03-02,0,,0,0
pepsi flavors,beverages,drinkolipop.com,small,2026-03-02,0,,0,0
pepsi max,beverages,coca-cola.com,large,2026-03-02,0,,0,0
pepsi max,beverages,pepsi.com,large,2026-03-02,0,35.0,0,0
pepsi max,beverages,drpepper.com,large,2026-03-02,0,,0,0
pepsi max,beverages,drinkolipop.com,small,2026-03-02,0,,0,0
pepsi products,beverages,coca-cola.com,large,2026-03-02,0,,0,0
pepsi products,beverages,pepsi.com,large,2026-03-02,1,4.0,1,2
pepsi products,beverages,drpepper.com,large,2026-03-02,0,,0,0
pepsi products,beverages,drinkolipop.com,small,2026-03-02,0,,0,0
pepsi website,beverages,coca-cola.com,large,2026-03-02,0,98.0,0,0
pepsi website,beverages,pepsi.com,large,2026-03-02,1,1.0,3,5
pepsi website,beverages,drpepper.com,large,2026-03-02,0,96.0,0,0
pepsi website,beverages,drinkolipop.com,small,2026-03-02,0,,0,0
pepsi wild cherry,beverages,coca-cola.com,large,2026-03-02,0,,0,0
pepsi wild cherry,beverages,pepsi.com,large,2026-03-02,1,6.0,1,1
pepsi wild cherry,beverages,drpepper.com,large,2026-03-02,0,,0,0
pepsi wild cherry,beverages,drinkolipop.com,small,2026-03-02,0,,0,0
pepsi zero sugar,beverages,coca-cola.com,large,2026-03-02,0,,0,0
pepsi zero sugar,beverages,pepsi.com,large,2026-03-02,0,36.0,0,0
pepsi zero sugar,beverages,drpepper.com,large,2026-03-02,0,,0,0
pepsi zero sugar,beverages,drinkolipop.com,small,2026-03-02,0,,0,0
popular soda brands,beverages,coca-cola.com,large,2026-03-02,0,72.0,0,0
popular soda brands,beverages,pepsi.com,large,2026-03-02,0,,0,0
popular soda brands,beverages,drpepper.com,large,2026-03-02,0,,0,0
popular soda brands,beverages,drinkolipop.com,small,2026-03-02,0,86.0,0,0
prebiotic drink,beverages,coca-cola.com,large,2026-03-02,0,11.0,0,1
prebiotic drink,beverages,pepsi.com,large,2026-03-02,0,,0,0
prebiotic drink,beverages,drpepper.com,large,2026-03-02,0,,0,0
prebiotic drink,beverages,drinkolipop.com,small,2026-03-02,0,13.0,0,1
prebiotic soda,beverages,coca-cola.com,large,2026-03-02,0,24.0,0,0
prebiotic soda,beverages,pepsi.com,large,2026-03-02,0,46.0,0,0
prebiotic soda,beverages,drpepper.com,large,2026-03-02,0,,0,0
prebiotic soda,beverages,drinkolipop.com,small,2026-03-02,0,18.0,0,1
quit soda,beverages,coca-cola.com,large,2026-03-02,0,,0,0
quit soda,beverages,pepsi.com,large,2026-03-02,0,,0,0
quit soda,beverages,drpepper.com,large,2026-03-02,0,,0,0
quit soda,beverages,drinkolipop.com,small,2026-03-02,0,,0,0
reduce soda intake,beverages,coca-cola.com,large,2026-03-02,0,,0,0
reduce soda intake,beverages,pepsi.com,large,2026-03-02,0,,0,0
reduce soda intake,beverages,drpepper.com,large,2026-03-02,0,,0,0
reduce soda intake,beverages,drinkolipop.com,small,2026-03-02,0,,0,0
small batch soda,beverages,coca-cola.com,large,2026-03-02,0,,0,0
small batch soda,beverages,pepsi.com,large,2026-03-02,0,,0,0
small batch soda,beverages,drpepper.com,large,2026-03-02,0,,0,0
small batch soda,beverages,drinkolipop.com,small,2026-03-02,0,,0,0
soda addiction,beverages,coca-cola.com,large,2026-03-02,0,,0,0
soda addiction,beverages,pepsi.com,large,2026-03-02,0,,0,0
soda addiction,beverages,drpepper.com,large,2026-03-02,0,,0,0
soda addiction,beverages,drinkolipop.com,small,2026-03-02,0,,0,0
soda alternatives,beverages,coca-cola.com,large,2026-03-02,0,,0,0
