query,category,brand_domain,size_tier,snapshot_date,brand_present_top10,best_rank_brand,count_brand_results_top10,count_brand_results_top20
fast food loyalty program,fast_food,shakeshack.com,small,2026-03-02,0,,0,0
fast food loyalty program,fast_food,fiveguys.com,small,2026-03-02,0,,0,0
fast food market,fast_food,mcdonalds.com,large,2026-03-02,0,76.0,0,0
fast food market,fast_food,wendys.com,large,2026-03-02,0,88.0,0,0
fast food market,fast_food,shakeshack.com,small,2026-03-02,0,,0,0
fast food market,fast_food,fiveguys.com,small,2026-03-02,0,,0,0
fast food milkshake,fast_food,mcdonalds.com,large,2026-03-02,0,60.0,0,0
fast food milkshake,fast_food,wendys.com,large,2026-03-02,0,,0,0
fast food milkshake,fast_food,shakeshack.com,small,2026-03-02,1,9.0,1,1
fast food milkshake,fast_food,fiveguys.com,small,2026-03-02,0,23.0,0,0
fast food near me,fast_food,mcdonalds.com,large,2026-03-02,1,5.0,1,1
fast food near me,fast_food,wendys.com,large,2026-03-02,0,,0,0
fast food near me,fast_food,shakeshack.com,small,2026-03-02,0,,0,0
fast food near me,fast_food,fiveguys.com,small,2026-03-02,1,4.0,1,1
fast food new menu item,fast_food,mcdonalds.com,large,2026-03-02,0,12.0,0,1
fast food new menu item,fast_food,wendys.com,large,2026-03-02,1,7.0,1,1
fast food new menu item,fast_food,shakeshack.com,small,2026-03-02,0,24.0,0,0
fast food new menu item,fast_food,fiveguys.com,small,2026-03-02,0,,0,0
fast food nutrition,fast_food,mcdonalds.com,large,2026-03-02,1,6.0,1,1
fast food nutrition,fast_food,wendys.com,large,2026-03-02,0,71.0,0,0
fast food nutrition,fast_food,shakeshack.com,small,2026-03-02,0,,0,0
fast food nutrition,fast_food,fiveguys.com,small,2026-03-02,0,110.0,0,0
fast food open now,fast_food,mcdonalds.com,large,2026-03-02,1,4.0,1,1
fast food open now,fast_food,wendys.com,large,2026-03-02,1,9.0,1,1
fast food open now,fast_food,shakeshack.com,small,2026-03-02,0,17.0,0,1
fast food open now,fast_food,fiveguys.com,small,2026-03-02,0,16.0,0,1
fast food prices,fast_food,mcdonalds.com,large,2026-03-02,0,21.0,0,0
fast food prices,fast_food,wendys.com,large,2026-03-02,0,40.0,0,0
fast food prices,fast_food,shakeshack.com,small,2026-03-02,0,39.0,0,0
fast food prices,fast_food,fiveguys.com,small,2026-03-02,0,75.0,0,0
fast food protein,fast_food,mcdonalds.com,large,2026-03-02,0,61.0,0,0
fast food protein,fast_food,wendys.com,large,2026-03-02,0,82.0,0,0
fast food protein,fast_food,shakeshack.com,small,2026-03-02,0,,0,0
fast food protein,fast_food,fiveguys.com,small,2026-03-02,0,,0,0
fast food quality,fast_food,mcdonalds.com,large,2026-03-02,0,77.0,0,0
fast food quality,fast_food,wendys.com,large,2026-03-02,0,110.0,0,0
fast food quality,fast_food,shakeshack.com,small,2026-03-02,0,,0,0
fast food quality,fast_food,fiveguys.com,small,2026-03-02,0,,0,0
fast food ranking,fast_food,mcdonalds.com,large,2026-03-02,0,,0,0
fast food ranking,fast_food,wendys.com,large,2026-03-02,0,,0,0
fast food ranking,fast_food,shakeshack.com,small,2026-03-02,0,,0,0
fast food ranking,fast_food,fiveguys.com,small,2026-03-02,0,96.0,0,0
fast food ranking 2024,fast_food,mcdonalds.com,large,2026-03-02,0,,0,0
fast food ranking 2024,fast_food,wendys.com,large,2026-03-02,0,,0,0
fast food ranking 2024,fast_food,shakeshack.com,small,2026-03-02,0,,0,0
fast food ranking 2024,fast_food,fiveguys.com,small,2026-03-02,0,,0,0
fast food restaurant,fast_food,mcdonalds.com,large,2026-03-02,1,6.0,1,1
fast food restaurant,fast_food,wendys.com,large,2026-03-02,1,7.0,1,1
fast food restaurant,fast_food,shakeshack.com,small,2026-03-02,0,15.0,0,1
fast food restaurant,fast_food,fiveguys.com,small,2026-03-02,0,53.0,0,0
fast food review,fast_food,mcdonalds.com,large,2026-03-02,0,,0,0
fast food review,fast_food,wendys.com,large,2026-03-02,0,,0,0
fast food review,fast_food,shakeshack.com,small,2026-03-02,0,,0,0
fast food review,fast_food,fiveguys.com,small,2026-03-02,0,,0,0
fast food rewards,fast_food,mcdonalds.com,large,2026-03-02,1,3.0,1,1
fast food rewards,fast_food,wendys.com,large,2026-03-02,1,9.0,1,1
fast food rewards,fast_food,shakeshack.com,small,2026-03-02,0,,0,0
fast food rewards,fast_food,fiveguys.com,small,2026-03-02,0,69.0,0,0
fast food secret menu,fast_food,mcdonalds.com,large,2026-03-02,0,,0,0
fast food secret menu,fast_food,wendys.com,large,2026-03-02,0,,0,0
fast food secret menu,fast_food,shakeshack.com,small,2026-03-02,0,,0,0
fast food secret menu,fast_food,fiveguys.com,small,2026-03-02,0,99.0,0,0
fast food sustainability,fast_food,mcdonalds.com,large,2026-03-02,0,43.0,0,0
fast food sustainability,fast_food,wendys.com,large,2026-03-02,0,,0,0
fast food sustainability,fast_food,shakeshack.com,small,2026-03-02,0,,0,0
fast food sustainability,fast_food,fiveguys.com,small,2026-03-02,0,,0,0
fast food trend 2024,fast_food,mcdonalds.com,large,2026-03-02,0,,0,0
fast food trend 2024,fast_food,wendys.com,large,2026-03-02,0,,0,0
fast food trend 2024,fast_food,shakeshack.com,small,2026-03-02,0,,0,0
fast food trend 2024,fast_food,fiveguys.com,small,2026-03-02,0,,0,0
fast food vs fast casual,fast_food,mcdonalds.com,large,2026-03-02,0,,0,0
fast food vs fast casual,fast_food,wendys.com,large,2026-03-02,0,,0,0
fast food vs fast casual,fast_food,shakeshack.com,small,2026-03-02,0,,0,0
fast food vs fast casual,fast_food,fiveguys.com,small,2026-03-02,0,,0,0
five guys,fast_food,mcdonalds.com,large,2026-03-02,0,,0,0
five guys,fast_food,wendys.com,large,2026-03-02,0,,0,0
five guys,fast_food,shakeshack.com,small,2026-03-02,0,,0,0
five guys,fast_food,fiveguys.com,small,2026-03-02,1,2.0,1,1
five guys burger,fast_food,mcdonalds.com,large,2026-03-02,0,,0,0
five guys burger,fast_food,wendys.com,large,2026-03-02,0,,0,0
five guys burger,fast_food,shakeshack.com,small,2026-03-02,0,,0,0
five guys burger,fast_food,fiveguys.com,small,2026-03-02,1,1.0,1,2
five guys calories,fast_food,mcdonalds.com,large,2026-03-02,0,,0,0
five guys calories,fast_food,wendys.com,large,2026-03-02,0,,0,0
five guys calories,fast_food,shakeshack.com,small,2026-03-02,0,,0,0
five guys calories,fast_food,fiveguys.com,small,2026-03-02,1,1.0,5,8
five guys fries,fast_food,mcdonalds.com,large,2026-03-02,0,,0,0
five guys fries,fast_food,wendys.com,large,2026-03-02,0,,0,0
five guys fries,fast_food,shakeshack.com,small,2026-03-02,0,,0,0
five guys fries,fast_food,fiveguys.com,small,2026-03-02,1,2.0,3,6
five guys little burger,fast_food,mcdonalds.com,large,2026-03-02,0,101.0,0,0
five guys little burger,fast_food,wendys.com,large,2026-03-02,0,,0,0
five guys little burger,fast_food,shakeshack.com,small,2026-03-02,0,,0,0
five guys little burger,fast_food,fiveguys.com,small,2026-03-02,1,1.0,4,4
five guys locations,fast_food,mcdonalds.com,large,2026-03-02,0,,0,0
five guys locations,fast_food,wendys.com,large,2026-03-02,0,,0,0
five guys locations,fast_food,shakeshack.com,small,2026-03-02,0,,0,0
five guys locations,fast_food,fiveguys.com,small,2026-03-02,1,2.0,6,7
five guys menu,fast_food,mcdonalds.com,large,2026-03-02,0,,0,0
five guys menu,fast_food,wendys.com,large,2026-03-02,0,,0,0
five guys menu,fast_food,shakeshack.com,small,2026-03-02,0,,0,0
five guys menu,fast_food,fiveguys.com,small,2026-03-02,1,1.0,3,7
five guys milkshake,fast_food,mcdonalds.com,large,2026-03-02,0,,0,0
five guys milkshake,fast_food,wendys.com,large,2026-03-02,0,,0,0
five guys milkshake,fast_food,shakeshack.com,small,2026-03-02,0,,0,0
five guys milkshake,fast_food,fiveguys.com,small,2026-03-02,1,1.0,3,4
five guys near me,fast_food,mcdonalds.com,large,2026-03-02,0,,0,0
five guys near me,fast_food,wendys.com,large,2026-03-02,0,,0,0
five guys near me,fast_food,shakeshack.com,small,2026-03-02,0,,0,0
five guys near me,fast_food,fiveguys.com,small,2026-03-02,1,3.0,1,1
five guys prices,fast_food,mcdonalds.com,large,2026-03-02,0,,0,0
five guys prices,fast_food,wendys.com,large,2026-03-02,0,,0,0
five guys prices,fast_food,shakeshack.com,small,2026-03-02,0,,0,0
five guys prices,fast_food,fiveguys.com,small,2026-03-02,1,2.0,1,1
five guys website,fast_food,mcdonalds.com,large,2026-03-02,0,,0,0
five guys website,fast_food,wendys.com,large,2026-03-02,0,,0,0
five guys website,fast_food,shakeshack.com,small,2026-03-02,0,,0,0
five guys website,fast_food,fiveguys.com,small,2026-03-02,1,1.0,2,2
gourmet burger,fast_food,mcdonalds.com,large,2026-03-02,0,,0,0
gourmet burger,fast_food,wendys.com,large,2026-03-02,0,,0,0
gourmet burger,fast_food,shakeshack.com,small,2026-03-02,0,,0,0
gourmet burger,fast_food,fiveguys.com,small,2026-03-02,0,,0,0
grass fed burger,fast_food,mcdonalds.com,large,2026-03-02,0,,0,0
grass fed burger,fast_food,wendys.com,large,2026-03-02,0,,0,0
grass fed burger,fast_food,shakeshack.com,small,2026-03-02,0,,0,0
grass fed burger,fast_food,fiveguys.com,small,2026-03-02,0,,0,0
healthiest fast food,fast_food,mcdonalds.com,large,2026-03-02,0,,0,0
healthiest fast food,fast_food,wendys.com,large,2026-03-02,0,,0,0
healthiest fast food,fast_food,shakeshack.com,small,2026-03-02,0,,0,0
healthiest fast food,fast_food,fiveguys.com,small,2026-03-02,0,,0,0
late night fast food,fast_food,mcdonalds.com,large,2026-03-02,0,,0,0
late night fast food,fast_food,wendys.com,large,2026-03-02,0,,0,0
late night fast food,fast_food,shakeshack.com,small,2026-03-02,0,15.0,0,1
late night fast food,fast_food,fiveguys.com,small,2026-03-02,0,,0,0
limited time fast food,fast_food,mcdonalds.com,large,2026-03-02,1,10.0,1,1
limited time fast food,fast_food,wendys.com,large,2026-03-02,0,13.0,0,1
limited time fast food,fast_food,shakeshack.com,small,2026-03-02,0,,0,0
limited time fast food,fast_food,fiveguys.com,small,2026-03-02,0,,0,0
mcdonald's,fast_food,mcdonalds.com,large,2026-03-02,1,2.0,3,6
mcdonald's,fast_food,wendys.com,large,2026-03-02,0,,0,0
mcdonald's,fast_food,shakeshack.com,small,2026-03-02,0,,0,0
mcdonald's,fast_food,fiveguys.com,small,2026-03-02,0,,0,0
mcdonald's calories,fast_food,mcdonalds.com,large,2026-03-02,1,1.0,4,7
mcdonald's calories,fast_food,wendys.com,large,2026-03-02,0,,0,0
mcdonald's calories,fast_food,shakeshack.com,small,2026-03-02,0,,0,0
mcdonald's calories,fast_food,fiveguys.com,small,2026-03-02,0,,0,0
mcdonald's new items,fast_food,mcdonalds.com,large,2026-03-02,1,2.0,3,3
mcdonald's new items,fast_food,wendys.com,large,2026-03-02,0,90.0,0,0
mcdonald's new items,fast_food,shakeshack.com,small,2026-03-02,0,,0,0
mcdonald's new items,fast_food,fiveguys.com,small,2026-03-02,0,,0,0
mcdonald's prices,fast_food,mcdonalds.com,large,2026-03-02,1,1.0,3,4
mcdonald's prices,fast_food,wendys.com,large,2026-03-02,0,80.0,0,0
mcdonald's prices,fast_food,shakeshack.com,small,2026-03-02,0,,0,0
mcdonald's prices,fast_food,fiveguys.com,small,2026-03-02,0,,0,0
mcdonald's website,fast_food,mcdonalds.com,large,2026-03-02,1,1.0,7,11
mcdonald's website,fast_food,wendys.com,large,2026-03-02,0,,0,0
mcdonald's website,fast_food,shakeshack.com,small,2026-03-02,0,,0,0
mcdonald's website,fast_food,fiveguys.com,small,2026-03-02,0,,0,0
mcdonalds,fast_food,mcdonalds.com,large,2026-03-02,1,2.0,3,6
mcdonalds,fast_food,wendys.com,large,2026-03-02,0,,0,0
mcdonalds,fast_food,shakeshack.com,small,2026-03-02,0,,0,0
mcdonalds,fast_food,fiveguys.com,small,2026-03-02,0,,0,0
mcdonalds app,fast_food,mcdonalds.com,large,2026-03-02,1,1.0,4,6
mcdonalds app,fast_food,wendys.com,large,2026-03-02,0,66.0,0,0
mcdonalds app,fast_food,shakeshack.com,small,2026-03-02,0,,0,0
mcdonalds app,fast_food,fiveguys.com,small,2026-03-02,0,,0,0
mcdonalds breakfast,fast_food,mcdonalds.com,large,2026-03-02,1,2.0,3,3
mcdonalds breakfast,fast_food,wendys.com,large,2026-03-02,0,,0,0
mcdonalds breakfast,fast_food,shakeshack.com,small,2026-03-02,0,,0,0
mcdonalds breakfast,fast_food,fiveguys.com,small,2026-03-02,0,,0,0
mcdonalds deals,fast_food,mcdonalds.com,large,2026-03-02,1,2.0,4,6
mcdonalds deals,fast_food,wendys.com,large,2026-03-02,0,62.0,0,0
mcdonalds deals,fast_food,shakeshack.com,small,2026-03-02,0,,0,0
mcdonalds deals,fast_food,fiveguys.com,small,2026-03-02,0,,0,0
mcdonalds dollar menu,fast_food,mcdonalds.com,large,2026-03-02,1,2.0,4,5
mcdonalds dollar menu,fast_food,wendys.com,large,2026-03-02,0,57.0,0,0
mcdonalds dollar menu,fast_food,shakeshack.com,small,2026-03-02,0,,0,0
mcdonalds dollar menu,fast_food,fiveguys.com,small,2026-03-02,0,78.0,0,0
mcdonalds happy meal,fast_food,mcdonalds.com,large,2026-03-02,1,1.0,3,5
mcdonalds happy meal,fast_food,wendys.com,large,2026-03-02,0,,0,0
mcdonalds happy meal,fast_food,shakeshack.com,small,2026-03-02,0,,0,0
mcdonalds happy meal,fast_food,fiveguys.com,small,2026-03-02,0,,0,0
mcdonalds menu,fast_food,mcdonalds.com,large,2026-03-02,1,1.0,4,5
mcdonalds menu,fast_food,wendys.com,large,2026-03-02,0,,0,0
mcdonalds menu,fast_food,shakeshack.com,small,2026-03-02,0,,0,0
mcdonalds menu,fast_food,fiveguys.com,small,2026-03-02,0,,0,0
mcdonalds near me,fast_food,mcdonalds.com,large,2026-03-02,1,3.0,6,9
mcdonalds near me,fast_food,wendys.com,large,2026-03-02,0,38.0,0,0
mcdonalds near me,fast_food,shakeshack.com,small,2026-03-02,0,,0,0
mcdonalds near me,fast_food,fiveguys.com,small,2026-03-02,0,,0,0
mcnuggets,fast_food,mcdonalds.com,large,2026-03-02,1,1.0,2,3
mcnuggets,fast_food,wendys.com,large,2026-03-02,0,,0,0
mcnuggets,fast_food,shakeshack.com,small,2026-03-02,0,,0,0
mcnuggets,fast_food,fiveguys.com,small,2026-03-02,0,,0,0
premium burger,fast_food,mcdonalds.com,large,2026-03-02,0,21.0,0,0
premium burger,fast_food,wendys.com,large,2026-03-02,0,,0,0
premium burger,fast_food,shakeshack.com,small,2026-03-02,0,32.0,0,0
premium burger,fast_food,fiveguys.com,small,2026-03-02,0,,0,0
shack burger,fast_food,mcdonalds.com,large,2026-03-02,0,,0,0
shack burger,fast_food,wendys.com,large,2026-03-02,0,,0,0
shack burger,fast_food,shakeshack.com,small,2026-03-02,1,2.0,1,1
shack burger,fast_food,fiveguys.com,small,2026-03-02,0,,0,0
shake shack,fast_food,mcdonalds.com,large,2026-03-02,0,,0,0
shake shack,fast_food,wendys.com,large,2026-03-02,0,,0,0
shake shack,fast_food,shakeshack.com,small,2026-03-02,1,2.0,1,1
shake shack,fast_food,fiveguys.com,small,2026-03-02,0,,0,0
shake shack burger,fast_food,mcdonalds.com,large,2026-03-02,0,,0,0
shake shack burger,fast_food,wendys.com,large,2026-03-02,0,,0,0
shake shack burger,fast_food,shakeshack.com,small,2026-03-02,1,1.0,5,6
shake shack burger,fast_food,fiveguys.com,small,2026-03-02,0,,0,0
shake shack calories,fast_food,mcdonalds.com,large,2026-03-02,0,66.0,0,0
shake shack calories,fast_food,wendys.com,large,2026-03-02,0,,0,0
shake shack calories,fast_food,shakeshack.com,small,2026-03-02,1,1.0,6,7
shake shack calories,fast_food,fiveguys.com,small,2026-03-02,0,,0,0
shake shack chicken sandwich,fast_food,mcdonalds.com,large,2026-03-02,0,,0,0
shake shack chicken sandwich,fast_food,wendys.com,large,2026-03-02,0,,0,0
shake shack chicken sandwich,fast_food,shakeshack.com,small,2026-03-02,1,1.0,3,6
shake shack chicken sandwich,fast_food,fiveguys.com,small,2026-03-02,0,,0,0
shake shack crinkle cut fries,fast_food,mcdonalds.com,large,2026-03-02,0,,0,0
shake shack crinkle cut fries,fast_food,wendys.com,large,2026-03-02,0,,0,0
shake shack crinkle cut fries,fast_food,shakeshack.com,small,2026-03-02,1,2.0,2,5
shake shack crinkle cut fries,fast_food,fiveguys.com,small,2026-03-02,0,,0,0
shake shack locations,fast_food,mcdonalds.com,large,2026-03-02,0,,0,0
shake shack locations,fast_food,wendys.com,large,2026-03-02,0,,0,0
shake shack locations,fast_food,shakeshack.com,small,2026-03-02,1,2.0,4,4
shake shack locations,fast_food,fiveguys.com,small,2026-03-02,0,,0,0
shake shack menu,fast_food,mcdonalds.com,large,2026-03-02,0,,0,0
shake shack menu,fast_food,wendys.com,large,2026-03-02,0,,0,0
shake shack menu,fast_food,shakeshack.com,small,2026-03-02,1,1.0,1,1
shake shack menu,fast_food,fiveguys.com,small,2026-03-02,0,,0,0
shake shack milkshake,fast_food,mcdonalds.com,large,2026-03-02,0,,0,0
shake shack milkshake,fast_food,wendys.com,large,2026-03-02,0,,0,0
shake shack milkshake,fast_food,shakeshack.com,small,2026-03-02,1,1.0,1,2
shake shack milkshake,fast_food,fiveguys.com,small,2026-03-02,0,,0,0
shake shack near me,fast_food,mcdonalds.com,large,2026-03-02,0,,0,0
shake shack near me,fast_food,wendys.com,large,2026-03-02,0,,0,0
shake shack near me,fast_food,shakeshack.com,small,2026-03-02,1,2.0,5,6
shake shack near me,fast_food,fiveguys.com,small,2026-03-02,0,,0,0
shake shack new items,fast_food,mcdonalds.com,large,2026-03-02,0,,0,0
shake shack new items,fast_food,wendys.com,large,2026-03-02,0,,0,0
shake shack new items,fast_food,shakeshack.com,small,2026-03-02,1,2.0,1,1
shake shack new items,fast_food,fiveguys.com,small,2026-03-02,0,,0,0
shake shack prices,fast_food,mcdonalds.com,large,2026-03-02,0,,0,0
shake shack prices,fast_food,wendys.com,large,2026-03-02,0,,0,0
shake shack prices,fast_food,shakeshack.com,small,2026-03-02,1,2.0,1,1
shake shack prices,fast_food,fiveguys.com,small,2026-03-02,0,,0,0
shake shack website,fast_food,mcdonalds.com,large,2026-03-02,0,88.0,0,0
shake shack website,fast_food,wendys.com,large,2026-03-02,0,,0,0
shake shack website,fast_food,shakeshack.com,small,2026-03-02,1,1.0,1,1
shake shack website,fast_food,fiveguys.com,small,2026-03-02,0,,0,0
shakeshack,fast_food,mcdonalds.com,large,2026-03-02,0,,0,0
shakeshack,fast_food,wendys.com,large,2026-03-02,0,,0,0
shakeshack,fast_food,shakeshack.com,small,2026-03-02,1,1.0,1,1
shakeshack,fast_food,fiveguys.com,small,2026-03-02,0,,0,0
smash burger,fast_food,mcdonalds.com,large,2026-03-02,0,,0,0
smash burger,fast_food,wendys.com,large,2026-03-02,0,,0,0
smash burger,fast_food,shakeshack.com,small,2026-03-02,0,,0,0
smash burger,fast_food,fiveguys.com,small,2026-03-02,0,,0,0
smashed burger,fast_food,mcdonalds.com,large,2026-03-02,0,,0,0
smashed burger,fast_food,wendys.com,large,2026-03-02,0,,0,0
smashed burger,fast_food,shakeshack.com,small,2026-03-02,0,,0,0
smashed burger,fast_food,fiveguys.com,small,2026-03-02,0,,0,0
spicy chicken sandwich,fast_food,mcdonalds.com,large,2026-03-02,1,6.0,1,1
spicy chicken sandwich,fast_food,wendys.com,large,2026-03-02,0,,0,0
spicy chicken sandwich,fast_food,shakeshack.com,small,2026-03-02,0,,0,0
spicy chicken sandwich,fast_food,fiveguys.com,small,2026-03-02,0,,0,0
top burger chains,fast_food,mcdonalds.com,large,2026-03-02,0,,0,0
top burger chains,fast_food,wendys.com,large,2026-03-02,0,,0,0
top burger chains,fast_food,shakeshack.com,small,2026-03-02,0,,0,0
top burger chains,fast_food,fiveguys.com,small,2026-03-02,0,,0,0
value menu,fast_food,mcdonalds.com,large,2026-03-02,1,2.0,1,1
value menu,fast_food,wendys.com,large,2026-03-02,0,17.0,0,1
value menu,fast_food,shakeshack.com,small,2026-03-02,0,,0,0
value menu,fast_food,fiveguys.com,small,2026-03-02,0,,0,0
wagyu burger,fast_food,mcdonalds.com,large,2026-03-02,0,,0,0
wagyu burger,fast_food,wendys.com,large,2026-03-02,0,,0,0
wagyu burger,fast_food,shakeshack.com,small,2026-03-02,0,,0,0
wagyu burger,fast_food,fiveguys.com,small,2026-03-02,0,,0,0
wendy's,fast_food,mcdonalds.com,large,2026-03-02,0,,0,0
wendy's,fast_food,wendys.com,large,2026-03-02,1,2.0,1,2
wendy's,fast_food,shakeshack.com,small,2026-03-02,0,,0,0
wendy's,fast_food,fiveguys.com,small,2026-03-02,0,,0,0
wendy's app,fast_food,mcdonalds.com,large,2026-03-02,0,,0,0
wendy's app,fast_food,wendys.com,large,2026-03-02,1,4.0,4,5
wendy's app,fast_food,shakeshack.com,small,2026-03-02,0,,0,0
wendy's app,fast_food,fiveguys.com,small,2026-03-02,0,,0,0
wendy's breakfast,fast_food,mcdonalds.com,large,2026-03-02,0,,0,0
wendy's breakfast,fast_food,wendys.com,large,2026-03-02,1,2.0,3,6
wendy's breakfast,fast_food,shakeshack.com,small,2026-03-02,0,,0,0
wendy's breakfast,fast_food,fiveguys.com,small,2026-03-02,0,,0,0
wendy's calories,fast_food,mcdonalds.com,large,2026-03-02,0,,0,0
wendy's calories,fast_food,wendys.com,large,2026-03-02,1,1.0,4,5
wendy's calories,fast_food,shakeshack.com,small,2026-03-02,0,,0,0
wendy's calories,fast_food,fiveguys.com,small,2026-03-02,0,,0,0
wendy's deals,fast_food,mcdonalds.com,large,2026-03-02,0,,0,0
wendy's deals,fast_food,wendys.com,large,2026-03-02,1,2.0,6,8
wendy's deals,fast_food,shakeshack.com,small,2026-03-02,0,,0,0
wendy's deals,fast_food,fiveguys.com,small,2026-03-02,0,,0,0
wendy's frosty,fast_food,mcdonalds.com,large,2026-03-02,0,,0,0
wendy's frosty,fast_food,wendys.com,large,2026-03-02,1,1.0,3,6
wendy's frosty,fast_food,shakeshack.com,small,2026-03-02,0,,0,0
wendy's frosty,fast_food,fiveguys.com,small,2026-03-02,0,,0,0
wendy's menu,fast_food,mcdonalds.com,large,2026-03-02,0,,0,0
wendy's menu,fast_food,wendys.com,large,2026-03-02,1,1.0,3,5
wendy's menu,fast_food,shakeshack.com,small,2026-03-02,0,,0,0
wendy's menu,fast_food,fiveguys.com,small,2026-03-02,0,,0,0
wendy's near me,fast_food,mcdonalds.com,large,2026-03-02,0,,0,0
wendy's near me,fast_food,wendys.com,large,2026-03-02,1,1.0,1,1
wendy's near me,fast_food,shakeshack.com,small,2026-03-02,0,,0,0
wendy's near me,fast_food,fiveguys.com,small,2026-03-02,0,,0,0
wendy's new items,fast_food,mcdonalds.com,large,2026-03-02,0,,0,0
wendy's new items,fast_food,wendys.com,large,2026-03-02,1,2.0,3,5
wendy's new items,fast_food,shakeshack.com,small,2026-03-02,0,,0,0
wendy's new items,fast_food,fiveguys.com,small,2026-03-02,0,,0,0
wendy's nuggets,fast_food,mcdonalds.com,large,2026-03-02,0,,0,0
wendy's nuggets,fast_food,wendys.com,large,2026-03-02,1,1.0,4,5
wendy's nuggets,fast_food,shakeshack.com,small,2026-03-02,0,,0,0
wendy's nuggets,fast_food,fiveguys.com,small,2026-03-02,0,,0,0
wendy's prices,fast_food,mcdonalds.com,large,2026-03-02,0,,0,0
wendy's prices,fast_food,wendys.com,large,2026-03-02,1,2.0,4,7
wendy's prices,fast_food,shakeshack.com,small,2026-03-02,0,,0,0
wendy's prices,fast_food,fiveguys.com,small,2026-03-02,0,,0,0
wendy's website,fast_food,mcdonalds.com,large,2026-03-02,0,,0,0
wendy's website,fast_food,wendys.com,large,2026-03-02,1,1.0,2,3
wendy's website,fast_food,shakeshack.com,small,2026-03-02,0,,0,0
wendy's website,fast_food,fiveguys.com,small,2026-03-02,0,,0,0
wendys,fast_food,mcdonalds.com,large,2026-03-02,0,,0,0
wendys,fast_food,wendys.com,large,2026-03-02,1,2.0,1,2
wendys,fast_food,shakeshack.com,small,2026-03-02,0,,0,0
wendys,fast_food,fiveguys.com,small,2026-03-02,0,,0,0
